id_transacao,id_conta,tipo,direcao,valor,moeda,contraparte,descricao,data_solicitacao,data_conclusao,status
998df7eb-ca8c-4e42-bda9-0305e1d6cddf,ff86fab8-b2c8-48b9-9ce6-c605ffd5e8f7,deposit,OUT,28107.54,pesos,adb5c9fd-66f6-4d70-ba92-fdc9514503d5,PIX para fulano,2024-03-14 09:29:18,,pendente
6f0ebda9-78c7-40dc-8116-24fdeb03066f,28712751-6b66-486b-9b6e-c959c078135e,refund,E,20228.36,brl,94a7ec0e-5e4c-4383-90fc-543778a42c7a,,2024-08-12 23:46:23,2024-08-13 12:54:23,COMPLETED
3992fe07-d7d8-46f5-b293-07c7ea8c48b8,d4b4a6a0-a8f2-43a9-80f4-f695eb0dc325,purchase,IN,38563.75,,,,2020-10-27T06:48:27Z,,falha
50322c49-06c0-4b97-bc00-d9f87287ab27,33feb556-1ff5-4dd9-aa5a-704ef0d6073f,estorno,IN,1726.34,mxn,2010cee3-73d3-4993-825b-3dc2b5b9680b,PIX para fulano,2023-10-03T23:15:15Z,2023-10-04 18:59:15,concluida
b193acde-641c-42e1-ad87-4571c1622e05,a5e356ae-7599-4e20-85cb-e22cf4e5b519,TED,E,32220.23,,Bancolombia,Netflix,23/10/2020 00:07:49,2020-10-23 23:43:49,concluida
13494d53-c672-4313-be4c-04008785a106,0a2d292d-c182-4084-a3ab-8ea0be5cee32,deposit,IN,29304.4,MXN,a2ae8a53-934d-40be-87b2-c398367736b9,Transferência,12/08/2024 17:42:56,,falha
1e422307-50c6-4322-b4bf-9ee48c389914,c6882520-4874-4d42-a86b-e0a58e373fd2,SAQUE,,-322.01,reais,61018fb4-ac28-42b7-a735-3f9038913a0e,Netflix,2021-05-08T23:25:44Z,,failed
55322e03-8f37-454e-ab5b-4fcb0fb21240,cab653f5-d0ee-467c-bbe3-25b9e41d6ef4,BOLETO,,-35202.66,reais,8a4e7402-0936-40e4-bea4-bf0cfbc79a0c,PIX para fulano,2023-11-01 05:11:23,,cancelled
bb2e85b2-10a8-42a8-ba6a-a3a84289e2e1,a628cbb0-3fcf-4d7c-bb0c-432a734c47aa,boleto,S,12968.34,,6bc87ebc-6d4b-42ee-a535-59158e8cf866,Compra no iFood,2019-08-30 23:11:51,2019-08-31 12:04:51,concluida
a2a8cdfd-c8a2-4b15-8372-516b622c63d3,87f1d10b-c408-4d47-98c3-c3b9b4af5f8e,compra,,23895.38,COP,2f6781b5-8aaa-4914-b7ab-fe7052be25f8,REF797640,2022-02-07 02:21:01,2022-02-07 05:39:01,completed
01627f41-f8ef-4349-81c1-d93878db7721,3f0df795-219f-472f-a874-fbb81f157567,SPEI,S,49344.86,reais,,Uber,09/11/2024 00:24:38,,falha
aa37a046-f9c6-4090-abb3-093ae5b4d33f,fb371d83-2a38-42f6-8429-253948af94ad,deposit,out,30540.84,BRL,1336898c-c278-476b-83f8-84427360197d,Transferência,2021-09-08 11:42:25,,failed
89a5affc-a7e7-4f37-a81f-689acb9552b1,ee5b09e8-f7ac-4a22-abe3-32df8b94277d,compra,OUT,18422.13,reais,,Uber,2020-05-18 16:17:44,2020-05-19 13:54:44,completed
3291bbfe-6801-407a-aad5-5ccd6cea18b6,c3aa8637-8e45-455f-843d-f94e6703baa0,taxa_manutencao,E,11678.7,,,Pagamento,2019-07-07T23:20:43Z,,cancelled
b804bb40-da61-4ea2-9226-2f8f4213e0ca,33feb556-1ff5-4dd9-aa5a-704ef0d6073f,DOC,OUT,43493.07,,e44bbbcc-f507-472a-b061-9ccd4a79b4ef,Aluguel,18/04/2022 19:12:45,2022-04-19 00:56:45,COMPLETED
3514e0e7-464e-42f2-bf80-db01644a84d4,b0ba8528-bcea-4cd7-9b86-d53f1635e271,spei,,-12045.84,R$,,Netflix,2024-01-02T03:30:42Z,2024-01-02 04:29:42,COMPLETED
f899bfc7-72ca-4378-a387-5c9e3a57004a,546f8aa3-3bf8-4e50-ad69-ad9ed777bef4,COMPRA,IN,35959.03,BRL,,Uber,2022-08-30 12:49:17,,cancelled
8611824d-5ed9-4117-9288-bc4fd7e9a19a,9dc80acf-bcd6-4276-b9ff-226b8c3f35cf,deposit,IN,32696.33,cop,bfda7f14-5b83-49e1-a69d-118b5ec9fc78,Pagamento,2019-09-22 20:21:24,,pending
f9153bfd-568d-4b3a-8d47-13f1b3589d8e,139adec0-c432-4684-a985-47f6f6775bbc,deposito,E,6371.75,,,Netflix,09/02/2021 23:07:36,,estornada
1c1270d5-0464-408d-96bb-2e0f37b35687,68e78a2e-f740-4242-8742-e864c92659e7,transferencia_ted,OUT,25988.05,R$,f0e67532-20e7-4703-9efc-2b5d07545fdf,Salário,04/02/2023 21:59:50,,estornada
22deaaf8-68b8-47a8-838c-4dac6445f946,b0e4fa80-e37d-45f4-8b9e-ca85fc7b5870,ESTORNO,entrada,7372.12,BRL,,REF386735,30/04/2022 07:31:43,2022-05-01 05:03:43,COMPLETED
454023e3-8fb8-423a-a4b3-bb2e4d358b9c,3a521ad2-ec5e-4858-8351-214b73b553ae,deposit,entrada,2941.57,R$,,,2021-06-02 15:18:45,,pendente
f9c33fb3-62b9-44e5-88a3-99ed4e503058,279006cd-5f31-4314-bff9-3ed858bc3953,doc,IN,49553.17,pesos_co,,Netflix,19/06/2024 23:25:19,,falha
6a5dd04d-b718-4751-83af-e78419d604ce,5f38b214-86c5-42fb-a021-ae0891ac8212,boleto,IN,35055.73,BRL,2f6781b5-8aaa-4914-b7ab-fe7052be25f8,Compra no iFood,02/12/2024 23:18:18,2024-12-03 21:38:18,completed
aa3bcfaa-8ba7-452c-8512-e8b28fe746d3,546f8aa3-3bf8-4e50-ad69-ad9ed777bef4,compra_debito,,44861.01,R$,BBVA,Transferência,17/07/2020 14:44:30,2020-07-18 05:18:30,COMPLETED
c5ae6eb0-3b5c-4446-ac7c-587a365af0d2,d4ff515d-7729-4005-b5ec-d73fc84024cd,estorno,,8982.46,BRL,,Netflix,2020-11-20 01:06:22,,failed
5cd2b6ad-3f05-4b80-ad04-f234802259b7,d878d87f-e287-4ca5-8e0a-eef3cc7ce7fc,SAQUE,,-34399.52,reais,,Salário,2020-05-01T07:25:31Z,2020-05-01 20:27:31,COMPLETED
484511a5-2d4b-4613-8649-685ff11ab3ce,a80313f0-a275-4a8c-a234-5230b6ad2c81,Ted,credito,4132.77,R$,a2ae8a53-934d-40be-87b2-c398367736b9,Pagamento,2023-12-29T11:00:07Z,,cancelled
704591ae-3d7a-4472-bdc0-00313c8d9d5b,6cda7fd2-1367-48b7-9f07-2b9aaaab699c,fee,,-14918.87,BRL,40017344-2b02-48eb-b6a8-2bbde6acf679,Netflix,2023-04-22T15:41:44Z,,estornada
d8dc030b-a5e3-4df5-9fa4-80e4be0c49d2,ab44e18e-63ff-4b5c-aa09-762b85db23fc,SPEI,OUT,24428.67,,,PIX para fulano,2023-06-01T17:52:34Z,2023-06-01 21:52:34,COMPLETED
17c0b93d-f438-4995-94dd-4608e35ce637,6cda7fd2-1367-48b7-9f07-2b9aaaab699c,saque,,-6153.14,,546f8aa3-3bf8-4e50-ad69-ad9ed777bef4,Compra no iFood,2021-01-07 00:35:28,2021-01-07 03:28:28,COMPLETED
8142a533-e10f-494b-b6aa-c52ac495b37c,87f1d10b-c408-4d47-98c3-c3b9b4af5f8e,doc,,21153.14,cop,b184a0df-ff23-4240-b642-cc7affcc0f21,Aluguel,04/09/2024 09:23:34,,pending
c60f832d-ed25-4710-8731-4d9eec7faa52,79c46763-4b58-4fd3-977b-09a7cd2707d5,DEPOSITO,,30309.0,BRL,Santander,PIX para fulano,2024-07-01 22:20:33,2024-07-02 18:53:33,concluida
0c32c085-1bd5-4499-b039-85543df6f1b3,96e85a98-0ca8-4e85-b3fc-d03ace796b40,transferencia_ted,OUT,36455.49,,ff86fab8-b2c8-48b9-9ce6-c605ffd5e8f7,Salário,2021-06-03 18:22:17,2021-06-04 03:02:17,concluida
ac5935fa-38b1-4b92-a7e8-6ecfb26ca2fc,d4ff515d-7729-4005-b5ec-d73fc84024cd,pagamento_boleto,IN,3528.83,R$,,Transferência,09/10/2023 22:09:34,,estornada
32db54c7-0753-4fbf-97d1-a671b0af8f6a,ffaa9295-277e-4f4b-8e95-0d223cf79165,deposit,,1296.47,BRL,8038ad3d-a8a4-47ba-ad22-0efbb6b7968d,Aluguel,20/09/2020 10:50:27,2020-09-20 13:05:27,COMPLETED
4e67686b-3cce-4ebd-a1e6-b65f239a1923,90a8b76f-fb9b-40f5-8ae0-9303ab8ebdc5,compra_credito,,7317.34,brl,23238480-4d09-4b93-9216-5e9402e5b734,Pagamento,2019-12-31 11:58:21,,pendente
0e088952-7d16-4894-9adf-ad67f9fbe35e,b79d3819-d07d-4107-a51a-afc448bb4bc9,refund,debito,4777.93,brl,,Uber,26/11/2024 23:56:19,2024-11-27 06:06:19,completed
d79716d9-1012-4fdc-9155-c00977e0b010,ed6a41b1-c4bd-4d08-b08f-ad2a009929ca,TARIFA,,-23843.62,brl,7a6b9236-4a20-43c6-8a95-2a73c189446f,Transferência,2024-12-17 17:38:56,2024-12-18 06:33:56,concluida
a88e3968-d31a-4513-9266-b5de865a98a2,5d800739-0afa-4dbd-8602-a45f5a095e91,deposito,,35375.41,,,Salário,2021-12-31T01:58:46Z,,cancelled
6018354a-242d-44d1-8333-8704ac0a9f3b,cab653f5-d0ee-467c-bbe3-25b9e41d6ef4,COMPRA,,-15260.07,brl,,Pagamento,2022-02-03 13:33:45,2022-02-03 21:44:45,COMPLETED
61a03220-4255-4e5d-98fd-d53228f26f2f,6be9ce86-f40a-4385-bc83-de9f146e1a03,compra_debito,IN,27708.43,reais,,Salário,2020-11-07T18:03:05Z,2020-11-08 17:26:05,concluida
17ae068f-06df-4782-be15-c104c9f3f364,d4ff515d-7729-4005-b5ec-d73fc84024cd,PIX,,30814.71,reais,,Aluguel,2024-12-20T22:07:25Z,,pendente
714f169c-e70e-4d35-a868-3536e92cdc06,0df7f9a6-abb0-47f6-860c-aaf3541d4639,SPEI,,-45190.03,COP,28f436c7-39f4-4684-b1bd-aa05b673d36f,,23/06/2019 19:28:10,,estornada
6cc64bd7-ce77-4507-b511-6ccedaf223d7,fb1ab97f-2665-4695-b5b6-33e5d409549f,withdrawal,,-45702.34,,,Salário,02/04/2023 05:23:07,,pending
7fa07ac7-ebbb-4921-a2de-ce09a0a7cf41,a9296672-0982-438d-bf4b-fa32b6e7e96d,TARIFA,credito,10873.94,MXN,,Uber,2021-05-22 00:47:40,,cancelled
dac3d086-4047-48db-8607-56685384a6eb,dc85a5fd-621f-422c-aaca-45074e7e849f,ted,,258.72,reais,d7d1e979-1fa2-46da-aa92-e60c4d46194d,PIX para fulano,2024-02-29 10:19:22,,failed
0e9ec8d8-35b2-4791-88aa-52b8d340a2a6,b24c7bb5-e06d-4df0-b7a3-266bd412358a,refund,IN,346.52,mxn,,Transferência,2024-10-07T04:26:07Z,,falha
8b003178-a699-4cd8-8578-73356632d399,8a235d28-5b2b-41de-8577-26294b1436a3,taxa_manutencao,E,8092.55,MXN,1336898c-c278-476b-83f8-84427360197d,PIX para fulano,08/01/2022 03:28:42,,pendente
28eb08be-ad22-48c5-9e93-6a0fa35a4df2,cf2c6b3f-6456-41b2-8f76-5c5f2969c592,withdrawal,,-45049.99,R$,,Netflix,01/07/2020 12:26:47,,pending
cbf46a18-ea65-4cfc-b823-e08dc3acd6a9,06eb811b-caea-406c-9a28-86139fe1e4a6,saque,credito,37554.74,MX$,c8a43e30-a384-4fc7-b14e-0349d102f288,Transferência,22/07/2024 21:45:08,2024-07-23 14:49:08,completed
2a1e3981-4992-4805-aa3a-ac9b03bddda0,28712751-6b66-486b-9b6e-c959c078135e,withdrawal,OUT,21483.82,BRL,Itaú,REF359781,2021-08-26 01:43:53,,failed
a264bf55-3ff7-4d0e-814b-59d94733f16b,751c8901-c02a-4c51-aa8c-f87d0f007c29,Ted,,43208.48,reais,5588f2f8-1fcf-4a04-bdb2-ba7ebd7018d5,Aluguel,2024-09-25T05:15:17Z,2024-09-25 11:26:17,COMPLETED
a743cf2e-3e60-4d17-857d-b88fcdb79a11,cb3c749c-bfde-42ff-b07d-4c7bbbac9f68,TARIFA,,-1919.28,mxn,,Netflix,01/09/2020 07:07:08,2020-09-02 01:02:08,COMPLETED
e1c7630d-86b5-48e5-8863-38ab209527de,94a7ec0e-5e4c-4383-90fc-543778a42c7a,estorno,IN,3068.42,brl,154b015b-0d0d-49c7-ad38-1d36224ae31e,Netflix,2021-08-05 07:21:27,,pending
313d4e47-6ee1-4353-a7dd-78f711d66698,68e78a2e-f740-4242-8742-e864c92659e7,pix_enviado,saida,33021.88,brl,,Transferência,14/07/2019 05:02:00,2019-07-14 21:48:00,COMPLETED
25647521-2ee6-428b-9e1e-9fe1b57cebff,154b015b-0d0d-49c7-ad38-1d36224ae31e,PIX,,34148.39,brl,8a235d28-5b2b-41de-8577-26294b1436a3,REF879020,2022-10-01T09:07:06Z,,falha
d5dd098d-ee84-4b0f-8b24-6e59d5d60c4a,ee5b09e8-f7ac-4a22-abe3-32df8b94277d,pagamento_boleto,,-29216.78,BRL,f78410b9-7ab5-4093-b27f-724aa23c0e41,REF143032,2023-03-03T07:41:17Z,2023-03-03 14:11:17,COMPLETED
309c94e3-d17f-4741-9c17-005bb052ce76,e75129ba-699a-4836-a60a-e5c4e613cd42,withdrawal,saida,15074.52,,Bancolombia,Compra no iFood,2023-12-31T03:04:34Z,,estornada
a71d507b-4ed4-4a04-b0a3-a774dc9ae998,ed6a41b1-c4bd-4d08-b08f-ad2a009929ca,Ted,,-45542.55,reais,,,2023-02-08 14:40:45,,estornada
3aeca0e4-862b-42a1-9d53-4cf0e241ee86,5995905f-70f2-492b-a1fb-d5e5105546b0,Pix,,47790.19,R$,,Pagamento,2022-01-27 22:08:18,,estornada
8b72b29b-e959-459b-beb9-dae4506990ae,5c6704d9-00fd-4447-a0ae-ccd9180a2a9c,deposit,saida,20043.05,R$,a2ae8a53-934d-40be-87b2-c398367736b9,,2024-09-17T12:35:49Z,,pendente
e36f0dad-e618-4657-863d-01971b9ce38c,2010cee3-73d3-4993-825b-3dc2b5b9680b,purchase,,-15171.21,brl,,,2024-08-25T22:46:33Z,2024-08-26 06:53:33,concluida
c1c9a6cb-e661-4049-895b-0bf19047329c,bc0fcee8-bd21-4873-9d97-6fa4a80816d5,compra_credito,IN,46362.47,mxn,Banco do Brasil,REF763416,10/06/2019 20:09:56,,falha
a1c2df2c-e5ff-434e-a6ea-aff6e1f271e3,82e9e38d-73dd-4daf-98f3-0442bdd05186,purchase,debito,36104.26,pesos,26cd251b-a62e-4f5a-b5f7-1e4010e016de,Uber,2019-12-07 22:56:35,2019-12-08 08:28:35,completed
6aa5c139-61e0-4d7b-b968-c715cb8eba49,8b092c90-224d-4253-821f-3b2edacf4b76,ted,IN,36130.39,brl,,Salário,2021-11-14 00:34:42,,estornada
129da62f-87ef-4488-b2cb-439c25af1d05,82e9e38d-73dd-4daf-98f3-0442bdd05186,TARIFA,,-7782.92,MX$,7e1eb6f9-c4a4-4899-86ac-16105753db2a,Salário,2022-01-05 06:37:40,,cancelled
8ae77867-bebc-49ca-874e-2f97c16f1320,5abd6a57-844b-453b-b027-9aaf6dbdd1c8,refund,,47167.81,pesos_co,546f8aa3-3bf8-4e50-ad69-ad9ed777bef4,Netflix,2021-01-27T05:12:36Z,2021-01-28 01:56:36,concluida
fc259a2e-f36c-4759-b4e4-d3f8cc588276,cb3c749c-bfde-42ff-b07d-4c7bbbac9f68,compra,IN,22751.75,MXN,Itaú,,2019-10-12 04:04:27,,failed
d57fbe8f-dcae-4e0d-8bde-b42181a0ad50,0a0920aa-b9d4-4a3e-bd4d-36243ff24300,transferencia_ted,,12417.9,brl,697630ee-0247-44ad-b6c6-da155b4183cb,,2019-02-25 20:59:02,2019-02-26 15:29:02,completed
ce728618-facd-4b73-a346-1af7b8540c93,39159244-44f4-43bc-88aa-8d19031d2aec,transferencia_ted,IN,24021.79,R$,7a795701-6721-4be1-96f5-7102d399f164,,2022-10-18T22:05:12Z,2022-10-19 21:42:12,concluida
00a89ff5-e286-4679-8805-79ddbd88e5cd,b8145f5a-570c-49b6-8519-8151a43d69a7,ted,,-27232.56,,,,2020-05-19 00:52:02,2020-05-19 15:26:02,completed
21188e90-8aec-4a3c-b694-d4c7dfc8b432,33feb556-1ff5-4dd9-aa5a-704ef0d6073f,COMPRA,IN,46084.62,MXN,,Compra no iFood,26/08/2020 11:41:18,,pendente
8d1f8d08-564e-4822-9de0-90dbb97047a2,5f0fa291-3beb-4eac-9727-e8bda6cb5b21,TED,,44779.43,R$,,Netflix,2022-09-28 03:23:59,2022-09-29 02:09:59,concluida
dcbd67b0-e5e6-4d76-a76e-cb4500d02066,794058c0-1ba8-4db3-92bc-e361ac108ac7,DEPOSITO,S,43770.23,brl,,,2022-05-20 19:52:18,2022-05-21 18:15:18,COMPLETED
1306824c-37e6-4fa5-9693-0fc9ccc99204,b0e4fa80-e37d-45f4-8b9e-ca85fc7b5870,estorno,,40732.67,,,Uber,2022-08-04 04:24:28,2022-08-04 10:36:28,concluida
59daed87-6b61-4ba0-8113-fea468c1303c,6386bc2e-c93b-4111-b261-c15cf2996656,fee,debito,24064.95,brl,bd6ff353-b685-4fc0-ac5e-e9afdf67a1d8,Netflix,2023-04-27T11:20:31Z,,pendente
6284f156-acf4-48f3-b0f9-016fbfd008c0,e44bbbcc-f507-472a-b061-9ccd4a79b4ef,COMPRA,OUT,19231.98,reais,,Pagamento,2024-12-26 15:34:34,,pendente
2fffa764-1e6a-4fe7-b284-41a263ae54f6,c3aa8637-8e45-455f-843d-f94e6703baa0,deposito,,27919.17,BRL,2ff37cf1-05e8-4db4-a56b-bc9fc4e4a9b8,Transferência,12/01/2019 06:54:01,,falha
c5ab0cba-b193-4e6e-bbd6-8e55a37e183d,5abd6a57-844b-453b-b027-9aaf6dbdd1c8,tarifa,,-12125.63,COP,Bancolombia,Netflix,13/08/2020 17:59:58,2020-08-13 19:49:58,completed
fc05f460-f171-4a04-8748-64f38ffb3c3c,d6dca882-103e-413a-a5ad-d736b7faf09c,estorno,,41872.02,BRL,753fa8dc-14d2-4890-b416-348ad370d7c3,Pagamento,2020-03-10 21:37:04,2020-03-11 17:02:04,COMPLETED
82a7495a-798d-483a-9a31-ef9d5d7395f9,3a521ad2-ec5e-4858-8351-214b73b553ae,estorno,OUT,37178.15,brl,,,02/09/2023 04:48:11,,cancelled
883e2de6-169b-45ac-8fa9-1efa3df55210,8a4e7402-0936-40e4-bea4-bf0cfbc79a0c,Pix,,30209.08,,3848a4b9-c866-4e59-9172-34c69164c913,Salário,2020-09-30T01:56:41Z,,failed
c1a4e39b-b1a3-4b4a-a9ea-51530ec1c2dd,40017344-2b02-48eb-b6a8-2bbde6acf679,COMPRA,,-21184.09,pesos_co,,PIX para fulano,22/11/2021 18:32:19,2021-11-23 15:39:19,concluida
4db77048-a965-456a-b771-5c13f5929d55,26cd251b-a62e-4f5a-b5f7-1e4010e016de,transferencia_spei,,30254.57,reais,,Netflix,2021-06-15 12:11:52,,failed
5ebe902a-b246-4ec4-b651-464d29e477f3,cc0ba199-6cc7-495a-9fa4-6389915443fe,compra_credito,,5420.94,brl,,Compra no iFood,2023-03-02 20:27:12,2023-03-03 14:56:12,completed
d9a0e9f8-14eb-457d-a5ce-9984b74ae71c,c8a43e30-a384-4fc7-b14e-0349d102f288,SAQUE,,-9388.0,BRL,87e5549d-17bb-4995-bfab-3e05e38f6e8e,Salário,2019-09-25 06:38:00,2019-09-25 08:16:00,completed
90c8b717-bb89-43ac-bafa-81d8e4716844,bae7abb5-d2ba-4e31-8c78-6b4c32663345,compra_debito,,47936.99,brl,,Pagamento,17/01/2020 09:00:22,2020-01-17 22:54:22,concluida
dd24419f-e8d9-4fc2-9347-db5e9bff9314,b0ba8528-bcea-4cd7-9b86-d53f1635e271,DOC,S,1185.24,,Bradesco,Pagamento,2024-08-24T03:32:51Z,,cancelled
46d35181-76b5-4553-a313-b0fbba2c58c5,6de9c169-c8bd-4e05-8423-35ce12b49991,doc,OUT,49670.84,,,Transferência,02/06/2021 21:41:09,,falha
0f7222ac-a280-47b8-abef-a1dc8fa53a13,bc0fcee8-bd21-4873-9d97-6fa4a80816d5,Pix,IN,44534.11,mxn,ceceb987-384d-4f93-b141-10b6e2fa42cf,REF259804,2023-01-15T19:54:27Z,2023-01-16 12:52:27,COMPLETED
ce393aa9-fe8e-4cc2-8efe-eed15e3988aa,e20a3665-dcdf-4aac-a61a-e08708c53675,SAQUE,,-27357.26,,bae7abb5-d2ba-4e31-8c78-6b4c32663345,Transferência,2019-03-03 04:49:55,2019-03-03 14:22:55,concluida
0bc6393f-ce51-4444-bf59-ad12ed112d57,9dc80acf-bcd6-4276-b9ff-226b8c3f35cf,BOLETO,in,35533.04,,,Transferência,2023-01-28 11:05:04,,cancelled
b45ea0f9-5fdd-46cd-8171-9dc134c1ae36,5d800739-0afa-4dbd-8602-a45f5a095e91,compra_debito,OUT,20047.56,R$,,Pagamento,2024-06-22T01:23:54Z,,falha
04388668-e09c-4743-94c5-4c825a6b4b02,0203b905-10c3-42ef-b8fa-5155b923e34a,Pix,,31031.07,R$,,Pagamento,03/09/2024 14:16:56,2024-09-04 03:05:56,concluida
4b8c6134-11ed-4ceb-b18c-b731c7edeabb,893b07db-f2ef-453a-b613-984740e6981d,ESTORNO,S,33457.86,reais,,Pagamento,2023-06-24 02:14:24,,cancelled
257a6ff4-3517-4240-a59b-ddfee908d01b,aef315a1-974b-4366-8a13-6aaed86ed647,boleto,,-20076.62,brl,ee5b09e8-f7ac-4a22-abe3-32df8b94277d,Salário,2020-03-19 12:49:27,,cancelled
687a510a-463a-48cd-9f81-b329c1c721eb,57ac484d-d3dc-49bd-8399-034da1c4dbf0,estorno,,7276.54,brl,,Uber,05/02/2024 01:34:09,,failed
a79742a7-e040-40c9-8cc6-18609c742a13,5e162a2a-30ef-48cc-989e-4914bd4a8cb1,pix,IN,47632.3,brl,8b092c90-224d-4253-821f-3b2edacf4b76,Pagamento,24/05/2021 01:13:55,2021-05-24 15:02:55,COMPLETED
0b745bc0-aaa1-4e67-9a1c-5143bbf6130c,5b0a36db-9b73-4165-9cb8-0d3c03bf3f19,tarifa,IN,26239.37,R$,BBVA,PIX para fulano,06/05/2022 22:28:55,,pending
81e35637-34fc-4458-8d20-38ac5c743953,8609b0b5-7795-4790-902e-958a8d076e8f,doc,out,48279.53,,f0e67532-20e7-4703-9efc-2b5d07545fdf,REF921110,2024-05-26 15:34:44,,estornada
ff6e19b5-6af9-47f7-9054-08a388193815,5f0fa291-3beb-4eac-9727-e8bda6cb5b21,saque,entrada,710.32,reais,Caixa,,15/08/2020 10:42:52,,estornada
daad56b5-05e7-454f-88e7-876cc204337e,e69240d1-e390-43ce-8c07-1d576ea99b35,ted,,1825.26,reais,,Uber,2020-05-29 20:28:40,,failed
03d48218-124e-4e52-80f1-5bb4547d4774,cb3c749c-bfde-42ff-b07d-4c7bbbac9f68,pix,credito,15097.92,MXN,,Netflix,28/02/2019 11:52:23,,cancelled
1aed8ba5-895a-43c0-96ce-0f2a151dddfa,8046fae9-89fb-4ea6-9d67-10e69e6e5ff5,Ted,E,46317.52,brl,e1d671d5-e062-4239-b9fc-1130fbe8859b,Netflix,11/10/2023 16:48:21,2023-10-12 02:31:21,concluida
ea3cbb65-b50f-413e-bb98-de852bb4c8dd,b5e4bd56-b845-490b-ba3f-605e49966111,ted,,-49768.17,MXN,,Salário,2023-11-27T20:18:44Z,,failed
dd905c72-b1df-421d-a365-ea27131a372c,2f6781b5-8aaa-4914-b7ab-fe7052be25f8,Pix,saida,33385.84,R$,,Salário,2020-02-13 20:28:32,2020-02-14 08:26:32,COMPLETED
ba42c994-68c8-4fdd-bd83-1b62a04256b7,b27d225d-59b8-4869-be0d-f225fc255876,TARIFA,saida,381.25,,73e77531-0b10-4bcb-ac70-9a0b69df6d0c,Netflix,2024-03-15T13:58:52Z,,pending
25a3da1e-6193-43c0-ab18-4db396163f2f,be84a452-c006-4125-94f3-6d540ace7909,pix,credito,7669.61,,c9e3472c-e6f9-473a-b77f-28c11060334c,Aluguel,18/01/2019 13:02:00,,failed
63c8aaa7-ce4d-472a-8146-a86fa589aac5,e75129ba-699a-4836-a60a-e5c4e613cd42,fee,IN,6444.39,mxn,,PIX para fulano,2023-05-31 01:51:59,2023-05-31 06:09:59,concluida
3edf44bc-7c0d-46b7-8fa7-84367915d950,efc7a209-dd05-4e72-a5cd-d0eb7ad44120,TARIFA,IN,42151.69,cop,Banco do Brasil,REF112098,2020-04-29 20:36:50,,failed
b0dfedff-ba1d-4ffa-ac6a-53b2f02daa67,1fa9ce0a-54fa-4d1f-bdbf-bbe66ae992f7,transferencia_ted,OUT,49170.73,brl,bd6ff353-b685-4fc0-ac5e-e9afdf67a1d8,PIX para fulano,2019-11-19T18:24:01Z,,pendente
3769b129-db38-4604-82b8-6090cea31f64,67eed6d8-336f-49a7-b5d5-cc0183fe432d,deposit,,38519.81,pesos,753fa8dc-14d2-4890-b416-348ad370d7c3,REF769396,2021-10-01 23:49:51,2021-10-02 03:36:51,completed
e6481ba4-129b-44a0-979f-f4c7f5ebfa48,5abd6a57-844b-453b-b027-9aaf6dbdd1c8,purchase,,-44730.34,COP,,Pagamento,17/05/2020 03:09:18,,pendente
